program_code,year,placed_count,placed_pref_rank_avg,placed_top_1_pref_count,placed_top_3_pref_count,placed_top_10_pref_count
201610178,2019,10,6.2,3,4,8
208410335,2019,5,2.6,1,4,5
204511017,2019,4,5.8,1,2,3
203790193,2019,9,4.2,1,5,9
300110573,2019,0,,0,0,0
110590041,2019,72,3.4,13,56,69
203110865,2019,54,2.4,28,46,54
300411726,2019,0,,0,0,0
102310107,2019,46,3.5,18,35,43
201410092,2019,13,2.2,10,12,12
203711099,2019,22,4.2,2,12,22
203590140,2019,10,4.6,0,6,9
201190049,2019,4,6.3,0,2,3
203110883,2019,9,6.9,0,3,8
200710365,2019,5,6.4,1,2,4
200210873,2019,5,3.0,1,3,5
203010945,2019,21,2.0,12,18,21
205410441,2019,10,5.7,0,2,8
107010519,2019,93,4.9,10,52,84
204610151,2019,5,4.2,2,2,5
204111578,2019,8,2.9,4,7,7
408810638,2019,1,3.0,0,1,1
200790417,2019,6,5.7,0,3,5
102910349,2019,93,4.8,22,46,83
203010433,2019,20,3.8,9,14,19
200210749,2019,6,6.7,1,2,5
204190375,2019,15,4.3,2,9,13
409610294,2019,0,,0,0,0
203010415,2019,0,,0,0,0
109710348,2019,103,5.4,21,42,90
110410224,2019,72,3.7,18,49,68
107710415,2019,75,3.5,29,52,70
202911249,2019,4,6.8,0,1,3
204110517,2019,7,9.9,0,0,5
202711199,2019,1,2.0,0,1,1
206110714,2019,9,5.4,1,4,7
207210261,2019,2,3.0,0,2,2
107910352,2019,82,4.3,24,51,74
202711181,2019,3,5.7,0,0,3
300410128,2019,0,,0,0,0
406210156,2019,0,,0,0,0
205510573,2019,3,7.7,0,0,2
202410177,2019,25,3.8,5,16,23
207210234,2019,7,5.0,1,4,6
104110687,2019,103,7.3,12,31,80
202710174,2019,2,3.0,1,1,2
202111063,2019,45,4.7,3,22,43
109210308,2019,93,4.3,27,61,84
109010346,2019,42,3.2,22,33,40
204810616,2019,7,7.6,1,1,4
201910606,2019,18,4.4,3,12,16
101510153,2019,93,4.3,25,52,84
102610776,2019,82,3.4,31,63,76
401510035,2019,0,,0,0,0
201990470,2019,16,3.9,2,11,15
204810634,2019,33,3.9,12,22,28
204810704,2019,0,,0,0,0
204810873,2019,15,4.0,2,10,14
201710062,2019,4,3.5,2,2,4
106510014,2019,62,5.2,10,25,55
300513006,2019,1,2.0,0,1,1
103110424,2019,103,5.9,13,40,86
210402670,2024,1,22.0,0,0,0
109490349,2024,42,7.0,7,18,31
210402677,2024,24,5.5,4,10,21
204752215,2024,4,5.0,1,2,4
204752224,2024,19,3.8,3,16,18
210402663,2024,5,6.2,1,3,4
204752224,2023,22,3.3,5,16,21
109490349,2023,31,5.5,10,19,24
204752215,2023,3,8.3,0,0,2
109490349,2022,31,6.5,6,14,23
204752215,2022,4,3.8,0,2,4
204752224,2022,25,6.6,1,10,19
204752215,2021,3,3.3,2,2,3
204752224,2021,7,7.1,0,4,5
204752215,2020,5,6.0,2,2,3
204752224,2020,4,7.8,0,2,3
204752215,2019,3,3.7,2,2,3
204752224,2019,9,8.4,0,1,7
110250453,2024,42,6.8,12,15,31
108190198,2024,22,4.8,7,11,20
111650509,2024,41,6.4,9,20,34
102790364,2024,32,5.7,8,15,27
106290309,2024,21,3.5,7,14,20
111350533,2024,32,6.0,8,17,28
109790472,2024,36,6.0,5,19,29
100250052,2024,33,5.5,9,19,28
107490369,2024,0,,0,0,0
100751336,2024,64,4.6,29,36,54
103050857,2024,52,3.5,19,37,49
109750471,2024,52,3.9,33,39,47
108750368,2024,32,5.2,9,12,29
111890191,2024,42,6.1,7,20,32
106051307,2024,40,6.2,15,21,31
101650036,2024,32,6.1,7,13,26
107990091,2024,32,4.9,12,17,28
107451275,2024,54,5.4,13,29,43
102790364,2023,32,4.0,7,19,30
109750471,2023,54,3.4,32,41,51
100250052,2023,33,5.7,6,13,29
107490369,2023,0,,0,0,0
100751336,2023,64,5.6,19,32,50
103050857,2023,52,6.6,7,18,41
111650509,2023,42,6.7,13,17,33
111350533,2023,32,3.6,17,23,29
108190198,2023,22,7.2,5,9,15
111890191,2023,42,5.2,11,23,38
107990091,2023,32,5.5,8,15,27
110250453,2023,42,7.2,9,15,29
101650036,2023,32,6.5,4,15,25
109790472,2023,27,7.1,1,7,21
107451275,2023,54,6.1,18,29,42
106051307,2023,40,5.4,12,21,33
108750368,2023,32,6.2,9,11,27
106290309,2023,22,6.5,3,10,19
110250453,2022,41,6.3,10,18,32
111890191,2022,41,5.5,9,19,34
101650036,2022,31,6.9,7,11,26
109750471,2022,52,3.2,21,35,50
111650509,2022,41,7.0,9,14,31
108750368,2022,31,5.3,8,14,27
103050857,2022,43,7.2,6,15,32
107490369,2022,0,,0,0,0
106051307,2022,31,8.9,5,10,18
107990091,2022,31,6.1,9,14,24
111350533,2022,31,5.5,12,19,24
100250052,2022,26,5.8,7,13,22
107451275,2022,52,5.6,15,22,45
100751336,2022,62,5.2,18,32,52
109790472,2022,26,5.7,2,11,24
106290309,2022,21,6.3,3,6,17
108750368,2021,11,2.5,3,8,11
111890191,2021,17,3.9,4,12,15
107990091,2021,16,1.7,10,15,16
110250453,2021,31,6.5,10,15,23
101650036,2021,8,4.1,4,6,7
107490369,2021,0,,0,0,0
109790472,2021,8,4.0,0,5,7
100751336,2021,62,3.6,23,41,57
109750471,2021,41,2.5,29,36,39
107451275,2021,41,5.4,15,20,33
103450314,2021,62,3.9,34,41,57
100250052,2021,5,1.8,3,4,5
111650509,2021,41,3.9,20,29,37
103050857,2021,31,4.7,4,18,27
106051307,2021,11,2.1,5,9,11
111350533,2021,25,4.7,9,15,22
106051307,2020,11,4.9,1,4,11
107451275,2020,26,5.6,6,12,22
108750368,2020,18,3.4,8,13,17
106450395,2020,4,2.8,2,2,4
100751336,2020,62,4.0,19,42,56
103050857,2020,31,4.0,9,21,29
109790472,2020,15,5.4,3,6,12
110250453,2020,41,6.4,9,17,33
111350533,2020,31,2.5,16,23,31
101650036,2020,15,6.3,3,5,13
111890191,2020,31,3.6,15,20,29
107990091,2020,27,5.7,7,14,23
103450314,2020,62,4.2,23,29,58
109750471,2020,31,4.5,12,16,28
111650509,2020,41,5.8,11,20,33
100250052,2020,11,4.4,6,8,10
102850101,2019,5,5.8,1,2,4
110250453,2019,26,6.2,4,10,20
102350099,2019,0,,0,0,0
101650036,2019,16,7.1,1,5,13
100450402,2019,6,1.5,4,6,6
102090078,2019,5,2.6,2,4,5
103470151,2019,31,4.8,6,14,28
111850376,2019,29,4.4,7,18,26
203551319,2019,10,4.0,0,4,9
111650509,2019,41,6.0,13,23,34
100751336,2019,41,4.0,15,26,38
107990091,2019,21,4.1,5,14,19
107451275,2019,26,3.5,11,16,26
111651004,2019,1,2.0,0,1,1
103450314,2019,47,4.4,15,26,44
203551197,2019,2,4.0,0,0,2
106450395,2019,5,6.4,1,2,4
100250052,2019,20,7.5,6,7,15
111350533,2019,31,4.2,11,19,29
108750368,2019,10,5.2,2,5,9
109750471,2019,21,3.4,12,15,19
106051307,2019,9,5.2,1,3,8
103050857,2019,31,5.3,7,15,29
202350944,2024,4,3.0,1,2,4
109790389,2024,31,3.8,14,21,29
202451923,2024,11,5.1,0,2,11
102790455,2024,32,4.4,6,17,30
105150647,2024,32,2.4,26,27,31
108690366,2024,0,,0,0,0
108650766,2024,74,4.7,17,39,68
409610783,2024,4,4.2,1,3,3
202452172,2024,76,2.9,23,57,74
104590281,2024,42,4.2,15,25,38
104590386,2024,22,9.8,2,7,13
112051593,2024,54,5.3,16,29,48
202351827,2024,25,5.4,5,12,20
201950492,2024,6,4.7,1,4,5
201950695,2024,30,2.1,18,25,30
201990685,2024,6,6.0,1,4,5
103350739,2024,64,4.9,16,36,56
106190128,2024,42,6.9,8,17,30
109850585,2024,37,8.0,3,10,27
106290288,2024,31,3.4,15,21,27
100150786,2024,54,5.3,8,24,48
100451903,2024,22,8.5,0,4,16
200351799,2024,5,7.2,1,3,4
104351249,2024,22,4.7,10,14,19
103650912,2024,42,4.8,17,27,37
109190094,2024,27,5.0,6,11,25
202451941,2024,9,3.3,6,8,8
111712268,2024,22,2.0,10,19,22
108350575,2024,54,4.6,23,32,46
112553028,2024,32,4.6,7,16,29
100750744,2024,54,3.2,22,41,51
106051007,2024,67,5.9,23,33,55
108650563,2024,37,6.8,1,15,30
103250564,2024,32,7.9,3,9,24
210300794,2024,42,3.7,7,29,38
202590261,2024,47,2.8,15,37,46
107350887,2024,32,7.8,8,12,22
108911347,2024,49,4.3,10,32,44
202551958,2024,5,1.2,4,5,5
202752487,2024,4,5.0,1,2,3
105990125,2024,22,2.3,13,17,22
202751074,2024,48,2.6,22,37,47
103451296,2024,36,5.5,4,18,31
203051193,2024,7,3.3,1,6,7
103490463,2024,1,1.0,1,1,1
210401298,2024,5,5.6,1,3,4
107250516,2024,52,3.1,26,37,50
209910028,2024,5,2.6,2,4,5
204190651,2024,13,3.8,3,9,12
205051672,2024,7,4.6,0,1,7
205090113,2024,64,3.6,20,45,60
205053332,2024,12,3.5,4,8,12
205052546,2024,26,4.5,4,13,24
205052537,2024,4,3.8,3,3,3
205051681,2024,47,4.2,13,30,43
204150816,2024,4,5.8,0,2,3
204150949,2024,3,5.7,0,1,3
209910029,2024,30,2.1,12,26,30
107250613,2024,77,2.1,47,68,76
103490273,2024,41,3.0,22,30,38
210401305,2024,1,2.0,0,1,1
103451278,2024,57,3.2,25,41,55
106770723,2024,42,5.4,15,22,34
210401312,2024,25,2.8,12,20,24
111551167,2024,52,5.2,20,30,43
203051209,2024,44,3.4,17,34,41
102550916,2024,64,5.0,10,31,58
108150789,2024,27,5.4,6,11,24
111851708,2024,54,4.9,21,34,46
202750385,2024,7,5.6,2,2,6
200390124,2024,15,8.6,3,6,10
109550101,2024,22,6.5,6,14,17
202752521,2024,31,4.2,17,24,27
409610776,2024,0,,0,0,0
409610790,2024,0,,0,0,0
202551931,2024,8,2.8,6,6,7
102951258,2024,58,4.9,22,37,50
202590262,2024,21,2.9,6,13,21
100990028,2024,32,4.5,14,20,28
210300808,2024,17,4.1,3,13,16
210300787,2024,8,4.2,1,5,7
101150844,2024,57,5.7,12,29,48
111790317,2024,32,3.7,10,21,30
100351807,2024,54,3.9,18,37,50
210300801,2024,3,7.3,0,1,2
100351304,2024,54,6.0,6,21,44
101950854,2024,37,6.5,5,13,31
202452181,2024,53,3.9,20,37,46
202590262,2023,30,4.3,7,20,27
205051672,2023,8,4.6,1,4,7
103650912,2023,42,4.9,15,25,36
205090113,2023,55,4.3,14,35,49
202452172,2023,69,2.3,33,58,67
205052546,2023,29,3.9,6,20,27
108350575,2023,54,5.1,22,30,44
202451923,2023,11,6.3,2,6,8
205053332,2023,10,3.1,4,5,10
100990028,2023,32,2.8,12,23,31
205052537,2023,4,3.3,2,3,4
205051681,2023,47,4.9,12,25,41
210300808,2023,26,5.8,4,12,21
204150816,2023,4,3.3,1,2,4
202451941,2023,9,3.2,5,7,8
209910029,2023,34,1.9,18,31,33
210300787,2023,7,6.4,0,2,5
107250613,2023,79,2.2,53,67,76
202350944,2023,7,7.0,1,1,6
104351249,2023,22,4.3,7,10,20
202452181,2023,48,3.1,16,34,46
103490273,2023,42,3.0,25,31,39
210401305,2023,1,2.0,0,1,1
108650766,2023,74,3.9,20,44,70
103451278,2023,59,3.1,20,44,57
200351799,2023,3,8.0,0,0,2
210401312,2023,25,2.4,16,22,24
101150844,2023,59,5.4,14,32,53
106770723,2023,42,4.6,12,24,37
201990521,2023,36,2.9,14,30,35
111551167,2023,52,4.3,21,28,47
108690366,2023,0,,0,0,0
102550916,2023,64,5.2,11,27,59
112553028,2023,32,4.4,11,22,29
203051209,2023,44,2.8,28,36,41
106290288,2023,32,4.2,13,21,28
109850585,2023,37,6.5,6,13,30
108150789,2023,27,4.3,9,18,25
202750385,2023,9,6.9,1,5,7
106190128,2023,42,4.1,14,26,39
100351807,2023,54,4.5,19,28,48
111851708,2023,54,3.9,22,38,50
101950854,2023,32,5.8,7,18,26
103350739,2023,64,4.3,24,37,57
200390124,2023,13,5.8,5,6,9
201950492,2023,7,2.7,5,6,6
202752521,2023,33,6.2,9,15,27
202351827,2023,39,6.3,4,13,32
109550101,2023,22,7.2,2,10,16
210300801,2023,4,6.3,0,3,3
202551931,2023,8,1.6,5,8,8
112051593,2023,54,6.5,10,22,42
105150647,2023,32,2.6,20,27,30
109790389,2023,32,1.5,25,30,32
107350887,2023,32,5.5,6,15,27
202551958,2023,5,2.8,1,4,5
202752487,2023,4,2.5,1,3,4
100750744,2023,54,3.9,18,35,49
100351304,2023,54,4.8,11,28,48
105990125,2023,22,5.1,8,14,18
202590261,2023,47,2.8,19,35,45
102951258,2023,60,4.3,17,37,55
202751074,2023,53,2.9,19,42,51
111790317,2023,32,2.9,16,24,31
103451296,2023,37,4.0,5,22,35
108911347,2023,42,2.8,18,32,41
203051193,2023,8,5.9,0,2,6
100370973,2023,42,6.0,12,23,33
103490463,2023,0,,0,0,0
100150786,2023,54,6.1,9,24,45
104590386,2023,22,7.0,6,11,17
210300794,2023,43,3.5,8,32,40
210401298,2023,5,2.4,2,4,5
111712268,2023,17,1.9,6,17,17
107250516,2023,54,2.2,34,47,52
204190658,2023,11,1.7,7,10,11
106051007,2023,67,6.2,17,31,54
209910028,2023,5,6.4,1,3,3
104590281,2023,42,4.5,14,26,38
108650563,2023,37,4.9,9,18,32
204190651,2023,12,3.0,5,8,12
202452172,2022,60,4.2,14,38,55
107250516,2022,52,3.2,26,39,48
100351304,2022,52,6.9,8,18,43
108150789,2022,26,8.2,1,7,18
205051672,2022,8,6.6,0,1,7
109850585,2022,37,8.3,4,8,27
106051007,2022,52,4.8,13,26,46
205052546,2022,25,5.5,3,10,23
200752351,2022,4,8.3,0,0,3
202750385,2022,8,3.8,0,5,8
202752487,2022,9,5.7,2,3,8
205090113,2022,47,2.9,9,41,46
108650563,2022,36,5.3,7,17,31
103490463,2022,1,2.0,0,1,1
200751671,2022,9,3.3,1,7,9
204590463,2022,1,2.0,0,1,1
111851708,2022,52,5.4,16,25,45
205053332,2022,8,1.3,7,8,8
111790317,2022,31,4.3,7,17,28
106190128,2022,41,7.5,6,13,29
205051681,2022,42,6.2,4,13,34
100990028,2022,31,4.5,9,15,28
202590261,2022,41,3.9,6,26,39
205052537,2022,4,3.5,1,3,4
111712268,2022,16,2.1,7,14,16
102970891,2022,36,4.8,8,17,34
108650766,2022,72,5.4,23,36,61
202451941,2022,7,2.3,4,5,7
202752521,2022,19,4.2,6,10,18
201950492,2022,7,3.3,4,5,6
204150816,2022,5,4.2,2,2,5
100750744,2022,52,5.8,12,24,43
100351807,2022,52,6.5,10,23,43
209910029,2022,37,5.6,4,12,33
108350575,2022,52,5.8,12,25,44
202452181,2022,41,3.8,9,25,38
100370973,2022,41,5.7,4,15,36
200751908,2022,51,5.9,6,20,46
111790322,2022,1,4.0,0,0,1
202350944,2022,6,7.7,0,1,5
107250613,2022,77,2.8,44,61,74
200390124,2022,9,4.3,1,4,9
204190658,2022,12,5.5,3,5,11
100150786,2022,52,6.6,6,20,42
202751074,2022,46,3.6,10,28,44
204590464,2022,17,3.6,3,12,16
202590262,2022,23,3.3,8,14,23
105150647,2022,31,5.8,12,16,24
103451296,2022,36,4.0,7,21,35
103490273,2022,41,3.6,19,26,38
107350887,2022,31,8.1,3,11,21
109550101,2022,21,7.6,5,8,16
103350739,2022,62,5.8,15,27,53
104351249,2022,21,7.3,2,7,16
109790389,2022,31,2.7,16,22,31
204190651,2022,13,8.9,2,4,9
103451278,2022,57,3.4,23,37,54
202551931,2022,7,5.9,1,3,5
200351799,2022,3,4.0,0,2,3
102951258,2022,47,5.5,17,27,37
201990521,2022,40,3.2,7,32,38
112051593,2022,52,5.8,12,25,42
101950854,2022,31,5.9,6,15,26
106770723,2022,41,7.3,8,13,29
103650912,2022,41,5.7,7,12,38
101150844,2022,57,5.8,13,27,48
204550248,2022,4,1.5,2,4,4
106290288,2022,31,4.1,9,17,28
202451923,2022,11,2.9,5,9,11
108911347,2022,41,4.7,13,24,37
111551167,2022,41,4.1,18,27,37
104551098,2022,21,8.7,1,5,14
203051209,2022,36,3.0,10,28,35
104550513,2022,41,6.3,6,14,32
112553028,2022,31,7.6,2,14,23
200752369,2022,21,7.8,1,4,15
202551958,2022,4,1.0,4,4,4
102550916,2022,62,6.3,8,19,51
209910028,2022,7,5.9,3,4,6
203051193,2022,7,3.0,1,5,7
105990125,2022,21,6.6,4,10,17
202351827,2022,31,3.8,8,18,30
103451278,2021,57,2.8,25,42,55
111790317,2021,29,2.4,12,26,28
104551098,2021,2,2.5,1,1,2
100750744,2021,52,4.3,20,37,46
111712268,2021,9,2.4,2,8,9
107350887,2021,11,1.6,8,10,11
108650563,2021,23,3.7,7,16,20
100370973,2021,18,3.7,8,11,17
103650912,2021,11,4.0,6,8,10
100150786,2021,49,5.2,9,23,43
112553028,2021,10,4.3,2,7,9
201990521,2021,35,3.1,8,27,33
202350944,2021,6,5.5,1,2,6
202451941,2021,6,4.5,1,4,5
200752351,2021,4,2.3,2,3,4
200751671,2021,7,4.6,1,3,6
200751908,2021,20,3.7,8,11,19
202590261,2021,34,3.6,12,24,31
202551958,2021,3,1.0,3,3,3
202752487,2021,3,1.3,2,3,3
202751074,2021,21,1.4,14,21,21
203051193,2021,5,2.4,3,3,5
204590463,2021,1,3.0,0,1,1
204550248,2021,5,3.4,2,4,5
209910028,2021,7,2.3,2,6,7
205051672,2021,6,4.3,0,2,6
205090113,2021,38,2.2,10,35,38
205053332,2021,7,1.3,6,7,7
205052537,2021,3,3.7,1,2,3
204150816,2021,3,1.7,2,3,3
204150949,2021,17,3.2,3,10,17
107250613,2021,77,2.2,43,65,75
103490273,2021,41,2.4,30,34,39
106770723,2021,7,1.7,3,7,7
111551167,2021,36,2.6,18,29,35
102550916,2021,50,5.0,9,27,46
108150789,2021,5,4.4,2,4,4
111851708,2021,52,2.9,26,39,50
200390124,2021,3,2.0,0,3,3
109550101,2021,7,4.1,3,4,6
102951258,2021,47,2.6,22,36,47
102970891,2021,36,4.1,10,20,34
100990028,2021,17,4.0,6,10,16
101150844,2021,57,3.7,24,39,52
100351807,2021,52,3.4,18,36,50
100351304,2021,52,5.7,8,23,43
101950854,2021,5,2.8,3,3,5
109790389,2021,31,2.5,20,26,30
105150647,2021,13,1.8,8,12,13
108650766,2021,72,3.4,28,48,69
104550513,2021,16,3.4,5,9,16
112051593,2021,45,3.3,14,32,43
201950492,2021,6,2.5,2,5,6
202351827,2021,9,3.2,2,7,9
202452172,2021,54,2.4,21,44,54
202451923,2021,9,4.2,2,6,8
202452181,2021,15,2.0,6,13,15
200752369,2021,6,4.2,0,4,6
202590262,2021,11,3.9,3,7,10
202551931,2021,6,1.7,4,6,6
202752521,2021,2,1.5,1,2,2
202750385,2021,7,3.9,2,4,6
203051209,2021,16,1.9,6,15,16
204590464,2021,24,2.4,10,18,24
209910029,2021,8,3.6,2,5,8
205051681,2021,34,2.2,12,31,34
205052546,2021,7,1.9,4,6,7
107250516,2021,52,2.9,32,41,48
107270511,2021,52,3.1,18,44,48
103451296,2021,36,4.3,6,23,33
105990125,2021,4,1.8,3,3,4
108911347,2021,37,3.4,11,21,36
106051007,2021,42,3.8,19,28,38
108350575,2021,30,2.1,19,26,29
104351249,2021,4,1.0,4,4,4
200351799,2021,2,3.5,0,1,2
106290288,2021,31,3.8,12,20,30
109850585,2021,4,2.8,2,3,4
106190128,2021,13,5.4,4,4,11
103350739,2021,47,4.3,14,32,42
101950854,2020,13,7.5,1,3,9
100351304,2020,52,5.3,8,24,46
202452181,2020,27,2.6,6,19,27
100351807,2020,52,5.9,10,25,43
107350887,2020,17,7.3,4,8,13
200752369,2020,10,2.2,5,8,10
101150844,2020,52,4.8,11,27,47
111790322,2020,0,,0,0,0
100990028,2020,23,6.8,2,7,18
102970891,2020,36,4.1,13,23,32
109850585,2020,9,8.6,0,3,4
202590262,2020,6,3.0,1,3,6
102951258,2020,47,3.6,18,34,41
106190106,2020,25,4.7,9,12,23
202551931,2020,7,1.4,5,7,7
109550101,2020,16,4.2,2,10,14
200390124,2020,1,2.0,0,1,1
202752521,2020,5,2.4,1,4,5
111851708,2020,52,3.7,26,34,48
108150789,2020,15,4.1,4,9,13
202750385,2020,6,4.7,1,2,6
102550916,2020,62,6.0,6,24,49
111551167,2020,35,5.6,15,19,28
203051209,2020,21,3.4,7,14,19
203051315,2020,5,2.2,3,4,5
106770723,2020,32,4.1,9,20,29
103451278,2020,57,3.6,15,36,53
103490273,2020,41,2.5,30,34,39
204590464,2020,33,2.7,10,22,33
107250613,2020,52,2.4,33,46,50
204150949,2020,19,3.4,4,13,18
100370973,2020,31,6.1,3,9,26
204150816,2020,3,2.0,1,3,3
205052537,2020,3,8.7,1,1,2
205051681,2020,25,3.5,7,17,23
205053332,2020,5,2.2,3,4,5
205090113,2020,29,3.0,4,25,28
104551098,2020,4,8.8,1,1,3
205052546,2020,6,3.5,1,4,6
205051672,2020,5,3.2,2,4,5
201350758,2020,9,2.3,5,6,9
201350759,2020,19,3.4,2,15,18
204550248,2020,6,4.7,2,4,5
103650912,2020,24,3.8,9,17,23
107250516,2020,52,2.8,26,40,50
111790317,2020,29,5.3,12,16,24
107270511,2020,52,3.2,13,39,51
204590463,2020,1,1.0,1,1,1
203051193,2020,6,4.5,1,4,5
203051324,2020,4,3.5,0,3,4
202751074,2020,37,2.9,15,27,37
100150786,2020,52,4.9,16,24,45
103451296,2020,36,5.3,6,16,30
202752487,2020,5,2.2,3,3,5
103350739,2020,62,4.6,13,35,56
105990125,2020,13,4.2,6,7,11
202551958,2020,5,1.8,3,4,5
202590261,2020,38,3.1,11,29,36
108911347,2020,41,4.3,12,25,37
200751908,2020,42,2.9,10,31,41
200751671,2020,8,6.1,2,4,6
108650563,2020,36,5.7,2,17,30
106051007,2020,52,5.4,22,28,43
200752351,2020,5,7.4,1,1,4
202451941,2020,7,6.0,1,3,6
111712268,2020,8,4.1,1,5,7
108350575,2020,52,3.7,22,35,49
202350944,2020,5,5.0,0,1,5
202090211,2020,12,3.2,3,7,12
104351249,2020,9,3.2,3,7,9
202090212,2020,2,5.5,0,1,2
201990521,2020,35,2.9,10,27,34
100750744,2020,52,4.7,17,29,46
200351799,2020,3,1.0,3,3,3
112553028,2020,17,7.8,3,6,13
108690088,2020,0,,0,0,0
202090214,2020,1,8.0,0,0,1
202090209,2020,3,3.3,0,2,3
201950492,2020,6,2.3,4,5,6
112051593,2020,52,5.1,18,31,44
202351827,2020,24,2.6,7,20,23
104550513,2020,22,6.5,6,8,17
108650766,2020,72,4.3,25,41,66
202452172,2020,48,2.8,13,33,48
105150647,2020,18,2.7,8,15,17
109790389,2020,31,2.8,16,24,30
202451923,2020,8,2.6,4,6,8
204752127,2019,3,4.3,1,1,3
204752136,2019,5,5.8,2,2,3
204552262,2019,34,4.0,8,21,32
204550609,2019,3,6.0,2,2,2
204550248,2019,5,4.2,1,3,4
202090213,2019,3,4.7,0,2,3
202090211,2019,5,4.4,0,2,5
202452172,2019,44,2.8,16,33,43
107250516,2019,52,2.6,34,43,49
409610610,2019,0,,0,0,0
104550513,2019,29,3.7,12,19,27
107270511,2019,52,3.9,16,36,48
104351249,2019,11,5.3,3,4,9
203051193,2019,4,6.3,1,3,3
202090212,2019,2,6.0,0,0,2
203090114,2019,17,3.5,5,10,16
100351304,2019,52,4.1,14,27,49
108650563,2019,36,6.8,5,15,27
100451903,2019,16,5.4,4,9,14
202751074,2019,7,3.6,0,3,7
100351807,2019,52,4.4,19,32,48
201990458,2019,27,4.3,5,13,25
101150844,2019,52,6.4,16,28,40
104551098,2019,15,6.5,3,6,12
202351827,2019,2,1.0,2,2,2
103451296,2019,36,5.1,7,18,31
111790322,2019,0,,0,0,0
202790420,2019,20,3.5,6,14,19
100990028,2019,30,5.2,9,18,26
202752487,2019,2,2.5,0,2,2
202551949,2019,38,4.8,7,22,34
102970891,2019,36,4.5,4,23,34
109790389,2019,21,3.5,11,18,18
102951258,2019,47,2.7,21,35,47
202551958,2019,4,1.3,3,4,4
200351799,2019,3,2.3,2,2,3
112553028,2019,11,4.5,1,6,11
409610609,2019,0,,0,0,0
105990125,2019,13,4.7,6,10,10
109550101,2019,13,4.1,3,9,12
109850585,2019,18,5.6,6,10,14
108650766,2019,72,3.9,26,48,66
202551931,2019,4,1.0,4,4,4
202790421,2019,13,3.6,2,9,12
111790317,2019,29,5.4,9,15,24
202551967,2019,16,3.0,4,11,16
200351806,2019,4,2.8,0,3,4
103650912,2019,22,5.0,4,11,20
200753297,2019,30,6.6,6,12,24
202752521,2019,0,,0,0,0
111851708,2019,52,3.4,27,37,49
103350739,2019,62,4.5,18,32,56
108150789,2019,16,6.7,5,7,12
111712268,2019,8,2.4,5,7,8
100750744,2019,62,4.0,20,35,55
108911347,2019,41,5.4,7,19,35
202750385,2019,3,5.7,0,1,3
102550916,2019,67,6.6,16,26,52
200751908,2019,6,4.2,1,3,6
111551167,2019,38,4.2,15,23,35
103250564,2019,8,4.0,1,4,8
107350887,2019,15,5.3,1,5,14
202451923,2019,6,2.0,5,5,6
203051209,2019,10,2.8,3,8,10
203090113,2019,22,3.4,7,17,20
102570841,2019,15,6.3,3,6,11
203051315,2019,3,2.7,1,2,3
106770723,2019,25,5.8,9,14,19
200753304,2019,26,4.8,6,13,24
103451278,2019,57,4.7,23,33,52
204552271,2019,5,1.4,3,5,5
200751671,2019,4,4.8,1,3,3
103490273,2019,31,3.8,11,18,28
201950492,2019,3,5.3,1,2,2
107250613,2019,52,2.3,39,46,50
108690088,2019,0,,0,0,0
200752351,2019,4,7.3,0,2,3
201350647,2019,48,2.2,10,46,47
201350144,2019,6,2.5,5,5,6
202090214,2019,0,,0,0,0
204150949,2019,10,5.1,0,5,10
105150647,2019,22,2.6,9,15,22
204150816,2019,2,2.5,1,1,2
106051007,2019,52,4.8,16,27,46
205090079,2019,6,2.0,3,5,6
202090210,2019,6,3.3,2,4,6
205052537,2019,2,14.0,0,0,0
202451941,2019,3,8.3,1,1,1
205053332,2019,3,1.7,2,3,3
100150786,2019,41,6.1,9,20,33
100370973,2019,23,6.6,5,11,18
202490600,2019,26,3.2,12,19,26
202090209,2019,2,2.0,0,2,2
205051672,2019,3,5.7,0,1,3
101950854,2019,20,4.9,2,7,18
108350575,2019,48,4.9,22,31,40
205090078,2019,17,4.2,8,10,16
204190377,2019,10,4.1,1,7,9
202390162,2019,18,4.3,5,9,17
205053544,2019,27,2.8,7,21,27
202350944,2019,3,10.3,0,1,2
112051593,2019,52,4.7,20,29,45
102810244,2019,16,6.7,1,7,12
104210535,2019,62,3.8,23,36,59
200612089,2019,5,5.0,0,3,5
200211614,2019,5,7.0,0,2,4
202910409,2019,4,2.0,2,3,4
200211623,2019,10,5.3,0,5,9
200611619,2019,4,2.0,3,3,4
200611601,2019,0,,0,0,0
200690444,2019,2,2.0,0,2,2
112490440,2019,67,4.2,28,41,58
202910393,2019,3,3.3,0,2,3
111890180,2024,32,4.9,6,16,29
111890180,2023,27,5.4,5,14,23
111890180,2022,26,7.6,3,8,19
111890180,2021,13,4.3,3,8,12
111890180,2020,13,6.5,2,3,13
111890180,2019,14,4.7,3,5,12
109150423,2019,5,4.6,2,3,5
203790208,2024,31,3.4,16,21,30
109890307,2024,52,7.5,4,18,37
203790207,2024,6,5.2,0,1,5
200390156,2024,13,6.5,3,7,10
203910778,2024,15,2.6,5,11,15
300490564,2024,12,3.8,4,10,11
200390155,2024,5,11.0,1,1,2
102610185,2024,32,6.2,6,15,25
206510094,2024,38,2.8,12,25,38
108390117,2024,32,6.6,4,10,25
206510216,2024,68,2.8,23,54,66
101610204,2024,31,6.3,10,17,23
107890017,2024,22,7.0,2,8,17
