program_code,year,placed_count,placed_pref_rank_avg,placed_top_1_pref_count,placed_top_3_pref_count,placed_top_10_pref_count
102790183,2019,41,7.6,1,15,26
202310327,2019,2,4.0,1,1,2
300510357,2019,0,,0,0,0
409610488,2019,0,,0,0,0
200790368,2019,31,5.0,5,12,28
200710144,2019,4,12.3,0,0,1
204510585,2019,3,4.3,0,1,3
106090052,2019,27,7.2,4,12,19
108710281,2019,41,5.2,13,23,36
102530172,2019,62,9.0,3,13,41
300210978,2019,0,,0,0,0
300710328,2019,0,,0,0,0
409610461,2019,0,,0,0,0
409610479,2019,0,,0,0,0
203490131,2019,27,3.3,3,22,26
102610573,2019,4,4.0,2,2,4
110010262,2019,0,,0,0,0
102790182,2019,62,6.8,11,21,48
108010401,2019,62,7.6,7,22,43
106710409,2019,41,5.8,4,14,34
110310683,2019,38,6.4,7,13,31
105250179,2024,54,6.9,9,25,42
109550331,2024,22,8.0,5,8,15
103251544,2024,73,6.9,18,29,55
206050574,2024,33,4.8,5,18,30
204190581,2024,11,4.1,3,6,10
204150322,2024,5,10.4,1,1,2
202790571,2024,40,3.3,16,27,39
206850036,2024,65,2.0,32,55,65
103251589,2024,54,9.5,10,14,34
104350718,2024,32,8.1,9,13,22
202351563,2024,38,3.2,13,23,37
107751687,2024,27,6.1,9,11,21
111550857,2024,104,7.9,9,27,79
104290287,2024,125,4.8,39,61,114
300190615,2024,2,2.0,0,2,2
104350709,2024,64,6.6,8,28,50
102550634,2024,84,7.2,11,33,65
300250262,2024,7,6.6,1,3,6
203550418,2024,5,6.2,2,2,4
107651034,2024,64,7.4,11,26,44
203590245,2024,30,4.5,8,14,29
111110182,2024,32,5.5,2,11,28
107850352,2024,32,7.0,6,11,27
107350366,2024,54,6.9,10,19,42
204190574,2024,15,5.9,3,5,12
106390199,2024,63,6.5,11,26,49
108750192,2024,54,5.6,15,24,45
100351394,2024,64,7.0,10,19,48
100850197,2024,54,6.4,9,22,44
111851092,2024,96,7.1,10,34,74
102390130,2024,32,7.1,4,8,28
110250708,2024,64,7.2,12,27,43
109850752,2024,42,8.1,2,9,31
102651067,2024,32,7.5,6,12,23
109550279,2024,32,6.8,8,16,23
112150767,2024,96,7.1,14,34,71
102652374,2024,27,9.4,2,7,17
104310552,2024,53,6.8,9,25,39
104351328,2024,42,8.8,6,10,27
104351152,2024,42,5.6,11,25,35
102652514,2024,32,10.8,3,5,19
107950642,2024,49,5.4,10,25,40
102651473,2024,32,11.4,4,7,16
109751239,2024,57,6.9,8,24,42
100451145,2024,32,6.7,5,16,23
102651482,2024,32,8.5,4,12,19
102652038,2024,32,6.4,9,14,26
100750823,2024,84,6.4,17,32,65
109751221,2024,67,5.9,13,25,56
102651464,2024,54,9.0,4,12,35
102651446,2024,64,7.6,9,21,48
102790216,2024,64,6.4,6,24,51
100950284,2024,64,7.4,9,25,49
102651385,2024,22,9.4,2,8,14
109190040,2024,54,6.8,12,22,41
102750526,2024,73,7.4,12,22,57
101350233,2024,42,7.4,10,19,31
109050309,2024,54,6.6,12,22,40
108250982,2024,64,7.4,11,24,45
100450305,2024,64,8.2,7,20,43
102751021,2024,74,9.5,7,14,47
111851083,2024,84,6.0,23,36,67
108350593,2024,42,6.9,9,16,31
108650615,2024,54,7.7,7,16,38
101950121,2024,64,8.1,5,22,41
108350521,2024,54,7.1,4,19,41
108650793,2024,84,9.3,6,21,53
101950757,2024,54,8.2,11,15,40
108150577,2024,64,5.5,12,26,56
108090103,2024,64,6.4,10,20,52
107850097,2024,54,7.6,10,15,41
109410581,2024,41,8.3,2,8,29
107190024,2024,32,5.0,9,15,28
106051061,2024,104,6.9,12,33,84
109451427,2024,73,6.5,12,21,61
106050627,2024,92,6.3,21,37,71
102550952,2024,116,8.3,11,34,83
103650551,2024,32,8.6,4,10,21
105390336,2024,52,5.7,11,21,45
106990696,2024,0,,0,0,0
101451399,2024,31,9.4,5,7,17
206050565,2024,9,5.4,2,5,7
101451239,2024,41,7.6,3,7,34
208910071,2024,33,6.1,4,12,30
111690694,2024,205,4.7,65,121,177
101450692,2024,52,4.8,8,29,47
210400885,2024,1,2.0,0,1,1
210400878,2024,8,4.1,4,5,7
104251002,2024,104,6.6,24,42,79
210400892,2024,50,2.0,30,45,49
210400906,2024,1,6.0,0,0,1
104550425,2024,54,8.4,7,18,37
203150379,2024,8,3.8,2,3,8
203050502,2024,9,9.2,3,3,5
203050511,2024,51,3.6,25,33,46
202750085,2024,9,8.2,0,2,6
202750852,2024,37,6.8,7,13,29
202750428,2024,6,5.5,2,4,4
201750501,2024,7,3.6,1,4,7
100250652,2024,40,6.2,10,19,30
103250997,2024,42,9.0,4,9,27
103252084,2024,42,10.0,1,8,22
108953193,2024,64,6.8,9,20,49
108950287,2024,84,7.1,19,34,65
210200136,2024,21,5.4,2,11,19
108951055,2024,42,8.8,5,14,25
108953051,2024,64,7.7,9,21,49
108953378,2024,54,9.7,3,13,30
106750374,2024,64,8.1,14,26,46
112370747,2024,59,6.7,7,22,45
106450386,2024,64,8.9,5,17,41
107250376,2024,62,4.1,19,39,58
202552011,2024,6,5.3,3,3,5
210300248,2024,4,8.0,0,0,3
210300234,2024,9,7.0,2,4,7
300590396,2024,14,5.2,3,7,12
210300241,2024,49,4.3,14,28,43
202450043,2024,10,4.6,4,7,9
201650177,2024,16,5.2,5,8,12
202351572,2024,30,3.7,8,19,28
202350423,2024,4,9.8,0,0,2
202350405,2024,7,10.9,0,1,5
112552921,2024,94,7.7,15,29,66
300550868,2024,8,5.6,2,2,7
201950632,2024,35,2.3,23,30,34
201950077,2024,7,6.7,0,2,7
112552666,2024,59,8.5,10,16,41
201250339,2024,13,5.1,3,6,11
201250542,2024,81,3.4,35,62,76
107450938,2024,74,5.1,27,43,63
300550577,2024,4,4.8,2,2,3
201050386,2024,6,3.8,2,4,5
111650518,2024,103,6.3,17,46,84
201650213,2024,5,7.4,0,2,4
201650402,2024,12,6.2,1,5,10
300190430,2024,4,3.2,1,2,4
201650395,2024,6,3.3,1,5,6
101490649,2024,1025,3.9,324,611,956
103651055,2024,54,6.3,15,24,40
201050235,2024,34,6.3,7,15,29
109410784,2024,0,,0,0,0
112070674,2024,54,5.6,9,24,44
112552736,2024,79,7.3,5,24,61
201950086,2024,8,4.1,3,5,7
300250386,2024,10,3.6,1,5,10
112553152,2024,42,7.5,4,10,32
112553064,2024,64,9.6,6,16,39
107750635,2024,52,5.5,14,21,45
104550082,2024,72,6.5,9,28,57
202470074,2024,55,3.6,23,42,50
104590323,2024,54,9.6,5,13,33
104590225,2024,79,6.9,9,27,64
202452057,2024,86,4.3,33,53,75
108570495,2024,46,6.6,13,23,35
104250094,2024,92,5.7,23,40,77
101451169,2024,31,7.1,1,8,25
103951413,2024,77,5.3,16,38,65
109451436,2024,74,7.2,9,21,58
103050239,2024,67,6.2,14,31,54
108650448,2024,106,7.6,17,35,80
210300255,2024,17,7.1,6,10,11
202590252,2024,19,5.4,4,12,16
109350103,2024,42,5.5,15,19,34
108650757,2024,64,8.9,10,19,41
105150426,2024,54,6.6,14,24,40
207590478,2024,6,7.5,1,2,4
207590485,2024,25,5.8,7,14,21
201750519,2024,38,2.7,21,32,36
102850304,2024,96,6.6,12,34,74
202790570,2024,10,10.3,1,2,4
101750141,2024,64,5.6,15,26,54
210200129,2024,5,6.6,0,1,5
101150659,2024,103,4.6,46,67,85
202750834,2024,54,4.2,12,34,50
107350612,2024,59,8.1,7,17,45
102150426,2024,32,6.3,6,14,28
102150841,2024,37,6.7,8,17,27
101990026,2024,54,8.8,7,15,33
203110714,2024,8,9.5,1,2,5
106350218,2024,59,6.5,15,23,47
110670148,2024,54,8.1,3,13,38
101551529,2024,42,6.3,6,13,35
203190596,2024,47,2.9,17,31,47
101550894,2024,74,7.8,12,24,51
100350854,2024,106,7.3,15,34,82
100350863,2024,96,6.8,19,34,78
100351913,2024,96,7.9,9,24,70
210400913,2024,41,2.5,18,32,41
101350427,2024,54,9.0,4,11,33
110550071,2024,106,5.3,26,48,92
210400899,2024,7,4.3,2,3,6
101850167,2024,64,7.1,9,25,47
206850027,2024,11,7.6,2,3,7
101150517,2024,93,7.5,14,28,67
100550234,2024,54,7.2,13,22,40
100451763,2024,42,7.1,6,15,34
206250024,2024,9,7.7,0,2,7
110350743,2024,68,7.3,14,19,49
100450783,2024,42,6.8,6,17,28
100490215,2024,64,8.2,10,20,43
206250351,2024,42,2.7,13,38,41
100290070,2024,40,5.8,11,18,33
100290102,2024,40,4.8,16,24,33
208910020,2024,6,14.7,0,0,1
102950693,2024,65,6.5,13,28,53
203110732,2024,42,3.4,14,28,40
105950499,2024,54,5.2,12,25,48
106750065,2024,84,9.2,15,24,54
102350239,2024,54,7.6,12,25,36
202552029,2024,5,5.6,1,3,4
109410687,2024,69,6.9,10,24,49
100650666,2024,59,8.9,5,16,40
110250886,2024,49,6.2,13,26,37
103252093,2024,41,11.2,1,2,23
300250253,2024,0,,0,0,0
100650569,2024,84,5.4,22,40,71
102651455,2024,42,9.8,1,7,26
106450862,2024,42,9.5,5,11,24
109850125,2024,54,9.6,3,12,31
106951316,2024,106,6.3,19,46,82
202590251,2024,41,4.2,11,25,37
104950087,2024,32,5.8,5,11,29
107090218,2024,54,5.6,10,25,44
201650409,2024,13,5.5,1,5,12
100150768,2024,84,5.9,12,34,71
108953448,2024,64,10.1,3,12,38
105050657,2024,67,8.2,10,19,45
206050556,2024,9,6.1,0,2,8
105650696,2024,205,3.7,105,151,184
108953439,2024,54,7.4,13,20,37
202450025,2024,14,5.6,3,6,13
108952768,2024,49,8.6,6,13,34
105051161,2024,40,6.7,10,20,32
112510998,2024,53,7.1,4,15,41
101050209,2024,2100,2.9,1023,1541,2020
103250661,2024,59,8.3,8,17,42
300590397,2024,5,6.6,2,2,4
106370179,2023,32,6.9,3,12,23
100750823,2023,84,6.3,13,31,68
100250652,2023,40,7.6,7,18,28
101350233,2023,42,6.0,8,16,35
101950121,2023,64,6.8,13,25,47
100450305,2023,64,4.9,18,32,57
101950757,2023,54,8.0,9,19,37
100451145,2023,32,6.0,8,14,25
100351394,2023,64,5.9,14,26,52
100950284,2023,59,7.2,17,23,44
107350366,2023,54,6.6,12,22,40
109751239,2023,59,6.7,6,24,46
109751221,2023,69,5.0,20,34,61
102790216,2023,64,6.4,11,27,50
102750526,2023,74,6.1,18,27,63
102751021,2023,72,6.7,16,31,55
108650615,2023,54,6.8,14,26,39
108650793,2023,84,7.8,11,31,60
109410581,2023,31,5.8,2,12,27
109451427,2023,74,5.4,17,33,63
103650551,2023,27,7.0,2,10,19
101451399,2023,27,6.4,9,12,18
101451239,2023,42,8.5,4,13,27
101450692,2023,54,7.9,7,15,40
104251002,2023,104,6.9,26,45,78
104550425,2023,42,10.0,6,8,24
110570048,2023,96,4.0,27,54,89
210200136,2023,17,4.9,4,10,15
100370558,2023,96,5.9,26,49,80
100370549,2023,64,7.8,6,23,45
101571348,2023,54,8.1,6,14,36
103970516,2023,73,6.6,13,23,58
201650177,2023,16,4.7,4,7,15
112552921,2023,93,5.7,15,37,78
112552666,2023,58,7.8,9,23,40
107450938,2023,74,5.4,20,33,60
111650518,2023,106,4.1,31,61,98
112572034,2023,96,6.5,8,38,76
201050235,2023,33,7.8,2,13,24
201950086,2023,6,6.8,1,2,5
202470074,2023,48,4.5,16,29,44
202452057,2023,82,3.3,26,57,78
210300255,2023,17,4.0,5,12,16
202590252,2023,21,4.2,8,14,19
201750519,2023,39,2.7,16,30,38
202790570,2023,6,11.7,0,1,4
202750834,2023,57,3.0,27,42,55
203110714,2023,6,4.5,2,2,6
210400913,2023,37,3.9,15,25,33
210400899,2023,6,4.5,0,2,6
206850027,2023,11,7.1,3,4,8
206250024,2023,7,5.4,2,3,6
206250351,2023,40,2.9,13,30,40
208910020,2023,6,4.5,2,3,6
106750065,2023,84,7.9,9,24,62
100650666,2023,59,8.7,7,12,40
100650569,2023,84,5.6,19,40,70
106951316,2023,106,5.7,35,54,86
107090218,2023,54,5.8,11,20,45
108953448,2023,49,7.9,14,18,33
108953439,2023,54,9.1,5,8,36
108952768,2023,37,7.7,10,12,25
103250661,2023,58,6.9,10,20,44
103251544,2023,74,5.7,22,36,59
103252093,2023,37,8.3,6,12,25
103251589,2023,54,8.2,4,22,35
111550857,2023,104,8.3,18,33,68
102550634,2023,84,6.9,15,36,62
107651034,2023,64,6.8,11,23,50
107850352,2023,22,6.2,6,13,17
108750192,2023,54,6.3,11,28,42
111851092,2023,96,6.0,22,37,82
102651067,2023,40,6.9,8,17,29
102652374,2023,27,8.3,2,4,19
102652514,2023,40,7.0,6,11,32
102651473,2023,40,8.6,5,14,26
104351152,2023,42,7.4,4,16,30
104351328,2023,22,5.9,4,13,16
112150767,2023,96,5.6,27,45,79
109550279,2023,32,7.7,4,9,23
109850752,2023,42,6.3,8,14,35
110250708,2023,64,5.7,13,28,53
102390130,2023,32,4.2,7,20,29
100850197,2023,54,6.3,12,27,43
204190574,2023,24,5.5,4,11,21
203590245,2023,26,4.9,5,12,23
203550418,2023,5,2.8,2,3,5
102570895,2023,96,7.5,13,33,69
106070852,2023,79,6.8,12,29,58
106070719,2023,60,8.5,4,20,39
108170554,2023,53,6.4,8,24,41
111870811,2023,54,7.1,3,21,41
108270995,2023,54,4.7,15,31,47
102670267,2023,79,7.1,15,32,56
101770093,2023,64,6.5,8,24,51
300250262,2023,9,7.8,3,4,6
104290287,2023,125,5.0,35,62,109
107751687,2023,27,6.6,6,13,22
202351563,2023,38,5.3,3,16,34
203110723,2023,34,3.1,8,23,34
206850036,2023,61,2.2,34,50,60
204150322,2023,7,8.4,0,2,4
204190581,2023,14,5.1,1,6,11
206050574,2023,32,5.4,8,15,27
108090104,2023,49,8.2,2,13,39
105250179,2023,54,7.4,11,18,39
300590397,2023,3,6.0,0,1,3
109771252,2023,64,4.9,17,34,58
101050209,2023,1470,3.0,637,1032,1424
112510998,2023,41,4.0,17,24,38
202450025,2023,14,4.6,4,6,14
203150388,2023,42,3.4,14,29,39
105650696,2023,126,3.8,57,85,115
206050556,2023,7,9.6,1,2,4
100150768,2023,84,6.3,17,37,63
104950087,2023,32,6.6,7,12,25
202590251,2023,38,3.9,17,29,35
106450862,2023,37,7.3,6,9,27
102651455,2023,27,8.6,7,11,15
300250253,2023,5,10.8,0,0,3
202790571,2023,34,2.9,13,26,33
109410687,2023,63,7.0,15,21,49
202552029,2023,4,4.5,1,2,4
105950499,2023,54,6.0,11,20,46
111870802,2023,84,5.6,23,42,68
102950693,2023,67,5.3,21,34,57
100290102,2023,40,3.4,18,29,37
100290070,2023,40,6.5,5,13,34
100490215,2023,53,6.4,10,19,43
100450783,2023,42,7.0,11,20,30
100451763,2023,42,5.8,12,22,33
100550234,2023,54,6.7,8,19,43
101150517,2023,96,7.0,19,40,72
110550071,2023,106,4.9,33,56,97
101350427,2023,49,5.8,9,21,42
100351913,2023,96,7.3,15,39,70
100350863,2023,96,6.5,13,37,78
100350854,2023,106,6.9,22,39,80
101550894,2023,74,6.0,17,32,57
101551529,2023,42,6.0,5,16,35
110670148,2023,53,7.4,9,20,38
101990026,2023,49,7.9,10,21,33
102150841,2023,32,6.4,8,16,24
102150426,2023,32,5.8,8,12,28
107350612,2023,57,6.4,8,21,47
101150659,2023,111,3.5,51,75,104
100770403,2023,84,5.1,16,42,76
210200129,2023,4,10.0,0,0,3
100170603,2023,64,5.9,13,27,53
102850304,2023,96,7.4,25,38,68
105150426,2023,54,6.4,13,23,42
108650757,2023,54,8.9,4,13,32
108650448,2023,106,6.3,23,44,85
103050239,2023,67,6.3,19,29,51
109451436,2023,74,7.1,13,26,51
103951413,2023,79,6.7,11,25,64
101451169,2023,22,7.2,4,8,15
104250094,2023,92,5.4,19,43,80
104590225,2023,79,6.5,19,35,61
104590323,2023,42,8.0,6,14,27
104550082,2023,74,6.7,15,28,54
107750635,2023,52,6.4,9,20,43
112553064,2023,64,8.2,6,17,45
112553152,2023,42,7.2,11,18,30
112552736,2023,79,7.9,13,27,53
112070674,2023,54,5.1,11,21,48
102770293,2023,54,8.6,9,16,38
102770618,2023,64,6.7,12,24,50
109410784,2023,0,,0,0,0
103651055,2023,42,8.5,5,10,27
101490649,2023,946,4.5,190,463,871
201650213,2023,5,3.6,0,4,5
104590232,2023,64,7.6,11,25,45
201050386,2023,7,3.1,2,5,7
107470439,2023,64,6.0,13,32,54
201250542,2023,81,4.0,34,61,71
201250339,2023,12,6.9,2,5,9
201990517,2023,43,3.0,21,29,42
202350405,2023,6,8.2,0,0,4
202350423,2023,4,6.5,0,0,3
202351572,2023,30,5.4,7,17,25
202450043,2023,9,6.9,1,3,8
210300241,2023,51,4.1,19,34,48
210300234,2023,10,5.3,1,4,9
210300248,2023,4,13.0,0,1,1
202552011,2023,7,4.7,2,4,7
107250376,2023,64,4.5,19,33,58
111110083,2023,32,7.3,3,11,24
106450386,2023,54,5.2,7,22,48
112370747,2023,59,5.5,15,29,52
106750374,2023,64,7.3,12,23,46
108953378,2023,54,7.7,9,22,36
108953051,2023,64,5.5,19,31,54
108951055,2023,42,7.5,8,16,30
108950287,2023,84,6.0,23,38,71
108953193,2023,54,7.2,8,17,41
103252084,2023,42,7.2,10,18,31
103250997,2023,21,6.0,2,6,19
201750501,2023,6,6.3,0,4,5
202750428,2023,6,6.8,0,2,4
202750852,2023,35,5.8,9,18,29
202750085,2023,10,7.8,1,2,7
203050511,2023,49,3.0,22,40,46
203050502,2023,9,4.3,3,6,8
203150379,2023,8,4.6,4,6,7
210400906,2023,1,12.0,0,0,0
210400892,2023,50,2.5,28,39,49
210400878,2023,9,6.3,0,4,8
210400885,2023,1,1.0,1,1,1
111690694,2023,106,4.8,19,54,94
208910071,2023,33,6.2,6,17,25
206050565,2023,7,7.6,1,2,5
106990696,2023,0,,0,0,0
106971223,2023,84,7.2,16,34,65
108970228,2023,84,5.1,19,45,70
103271345,2023,64,7.5,10,21,47
105390336,2023,52,7.9,13,18,36
102550952,2023,116,6.5,22,45,92
106050627,2023,92,8.0,14,25,60
106051061,2023,104,6.7,15,40,81
107190024,2023,32,6.8,11,15,24
107850097,2023,54,5.3,8,23,48
108090103,2023,64,5.9,12,26,55
108150577,2023,62,5.8,13,33,51
108350521,2023,54,6.6,8,23,41
108350593,2023,42,6.1,9,19,34
111851083,2023,84,6.3,17,35,67
108250982,2023,64,6.1,17,27,51
109050309,2023,42,5.9,11,23,33
109190040,2023,54,5.8,12,22,45
102651385,2023,27,5.7,9,13,22
102651446,2023,79,7.1,15,26,59
102651464,2023,52,7.4,13,20,36
102652038,2023,40,8.1,6,12,29
102651482,2023,27,10.9,5,7,13
107950642,2023,49,6.4,13,19,37
104310552,2023,31,5.8,7,12,27
104350709,2023,63,5.2,14,30,55
104350718,2023,32,7.1,6,8,25
109550331,2023,22,6.0,6,11,18
105051161,2023,60,7.7,9,19,45
105050657,2023,67,6.3,17,31,51
109850125,2023,54,8.4,8,15,36
110250886,2023,49,7.0,11,23,37
102350239,2023,54,7.3,11,22,38
110350743,2023,69,5.8,16,29,56
101850167,2023,64,7.3,12,26,48
106390043,2023,42,4.6,13,28,36
106350218,2023,58,5.6,13,25,49
101750141,2023,64,5.6,8,24,57
109350103,2023,32,6.9,10,14,22
108570495,2023,46,6.4,11,19,34
300250386,2023,10,6.0,2,5,9
300190430,2023,5,3.6,0,3,5
300550577,2023,5,8.0,1,2,4
300550868,2023,10,6.5,1,3,8
300590396,2023,12,7.4,0,4,8
202350405,2022,6,10.2,0,0,4
111851092,2022,93,7.6,12,33,68
203110714,2022,5,7.2,2,3,3
112552921,2022,93,8.4,10,29,61
110670148,2022,52,8.9,6,11,35
110250708,2022,62,6.7,12,27,47
201990517,2022,48,5.0,15,27,40
201250339,2022,13,9.9,1,2,8
112552666,2022,57,8.4,7,16,39
201250542,2022,76,6.3,18,35,59
105051161,2022,47,6.9,7,15,35
101990026,2022,47,9.0,5,11,29
109751239,2022,57,8.5,5,20,38
107450938,2022,72,6.9,14,27,56
107470439,2022,62,4.9,16,36,53
110350743,2022,67,7.3,10,25,50
201050386,2022,7,5.0,2,5,6
206050574,2022,27,8.8,2,12,17
102150841,2022,31,7.5,7,10,19
203150388,2022,34,6.1,8,15,26
104570129,2022,62,8.0,9,21,42
201650213,2022,5,6.8,0,3,4
111650518,2022,103,5.7,21,46,86
112572034,2022,93,7.9,6,24,69
101490649,2022,923,4.9,182,457,825
102150426,2022,31,9.3,2,9,18
102651482,2022,21,9.2,0,2,15
103651055,2022,43,9.2,3,7,28
201050235,2022,28,6.6,2,10,21
109850752,2022,41,10.3,2,7,23
202750834,2022,51,4.2,11,25,49
102350239,2022,52,7.5,6,23,38
107350612,2022,57,8.2,8,18,39
102651067,2022,31,8.5,5,9,19
109410784,2022,0,,0,0,0
102770618,2022,62,9.9,6,16,34
102770293,2022,52,8.3,1,11,37
112070674,2022,52,7.4,7,14,37
100950284,2022,59,7.4,9,20,42
112552736,2022,77,10.5,5,14,42
101150659,2022,106,5.0,29,61,91
108953439,2022,52,8.9,8,14,34
201950086,2022,8,6.9,1,4,6
112553152,2022,41,10.0,3,10,25
112553064,2022,62,10.2,2,8,31
100770403,2022,80,8.1,5,22,58
109550279,2022,31,8.0,5,11,19
110250886,2022,47,5.6,11,20,38
107750635,2022,57,7.5,9,19,43
208550069,2022,20,10.4,1,5,11
105650696,2022,123,4.4,47,83,105
300550868,2022,11,10.7,3,4,6
202790570,2022,5,8.6,2,2,3
104550082,2022,72,8.3,7,18,46
202470074,2022,42,4.4,9,23,39
202452057,2022,73,5.3,22,38,62
100250652,2022,52,6.7,11,19,41
100170603,2022,62,7.8,9,19,47
107751687,2022,62,8.2,5,19,42
104250094,2022,72,6.8,11,27,59
101451169,2022,21,8.4,3,5,13
109850125,2022,52,8.0,3,15,36
112150767,2022,93,6.6,19,37,74
105050657,2022,52,6.3,17,26,38
102850304,2022,93,8.9,7,25,61
102651446,2022,62,7.7,11,19,43
200750673,2022,22,9.5,3,5,12
103951413,2022,62,8.0,7,15,44
102652374,2022,21,11.7,1,5,10
201750519,2022,31,5.7,10,19,25
100451145,2022,31,8.4,5,12,20
105150426,2022,52,7.0,3,23,41
104550134,2022,41,7.5,4,15,31
109451436,2022,71,7.7,5,20,54
200750655,2022,10,4.5,3,4,9
104310552,2022,31,7.0,10,13,24
202590252,2022,17,4.5,2,9,16
103050239,2022,52,8.1,9,16,36
108650757,2022,52,9.6,7,13,29
206050556,2022,4,9.5,0,1,3
108650448,2022,105,8.8,14,30,70
104290287,2022,97,5.9,18,43,81
104351328,2022,21,9.2,1,3,12
104351152,2022,41,6.5,6,18,32
102652514,2022,31,9.7,3,7,16
108953448,2022,47,7.9,17,20,28
102651473,2022,31,9.4,6,12,19
108090104,2022,49,7.4,7,18,35
100150768,2022,82,7.7,12,33,57
204150322,2022,8,7.0,1,2,6
102651385,2022,21,6.0,5,9,18
102790216,2022,62,6.8,12,24,46
111550857,2022,82,9.1,9,21,47
107090218,2022,52,6.7,7,17,41
300190430,2022,3,4.7,0,1,3
109190040,2022,52,7.4,6,16,42
100450305,2022,62,8.5,7,20,43
104950087,2022,31,6.3,4,11,27
102550634,2022,82,7.0,10,29,64
102750526,2022,72,7.4,15,26,50
109050309,2022,41,5.9,15,20,32
108250982,2022,62,6.6,9,19,51
100750823,2022,80,6.2,11,25,65
106951316,2022,103,8.6,13,29,74
202590251,2022,35,6.3,6,14,27
105250179,2022,52,7.5,11,19,39
102751021,2022,72,10.7,7,16,38
107350366,2022,52,10.0,4,10,31
111851083,2022,82,6.7,14,34,65
108350593,2022,41,8.4,3,11,28
106450862,2022,36,10.5,0,3,21
206850036,2022,54,4.7,20,34,45
108350521,2022,52,8.3,8,16,37
108650615,2022,52,8.2,8,19,33
300250262,2022,0,,0,0,0
100650569,2022,82,6.9,11,23,62
108150577,2022,62,7.0,5,15,50
102651455,2022,21,4.6,8,14,18
101770093,2022,62,6.3,9,19,50
300250386,2022,10,4.1,2,6,10
108650793,2022,82,8.9,9,18,52
108090103,2022,62,7.3,9,18,48
300550577,2022,5,3.0,0,4,5
300250253,2022,0,,0,0,0
107850097,2022,52,6.6,9,15,41
109410581,2022,31,7.4,9,13,20
107190024,2022,31,8.2,5,8,23
104350709,2022,62,7.0,8,24,48
107950642,2022,47,7.4,4,12,38
202790571,2022,25,6.1,2,7,21
203110723,2022,25,3.1,5,18,25
106051061,2022,82,6.9,16,29,64
100650666,2022,57,8.7,4,16,38
109451427,2022,72,8.9,5,15,46
103250661,2022,57,8.8,8,17,35
109410687,2022,62,7.1,13,23,49
300590397,2022,3,7.0,1,2,2
106050627,2022,72,7.5,12,25,56
102550952,2022,113,9.2,13,25,72
103650551,2022,26,8.6,1,6,20
106370179,2022,31,6.2,9,14,24
105390336,2022,41,6.4,9,16,32
202552029,2022,3,3.3,1,2,3
102670267,2022,62,5.1,16,31,55
108570495,2022,36,6.6,7,15,28
106750065,2022,82,9.5,11,17,54
103271345,2022,62,7.9,10,22,43
108970228,2022,82,8.6,7,20,56
105950499,2022,52,6.4,8,19,40
108270995,2022,52,6.3,11,22,43
106971223,2022,82,7.6,8,33,60
106990696,2022,0,,0,0,0
101451399,2022,26,7.8,3,5,19
206050565,2022,5,4.4,2,3,5
111870802,2022,82,8.1,12,27,53
200751414,2022,58,8.2,4,12,39
203590196,2022,22,7.0,1,7,19
208910071,2022,25,7.2,3,6,20
101451239,2022,40,9.1,7,11,26
109771252,2022,62,8.1,2,10,46
202351563,2022,34,3.6,8,23,33
102950693,2022,52,6.7,12,23,39
102652038,2022,31,8.0,6,15,21
111690694,2022,103,6.0,17,52,85
109350103,2022,31,5.7,7,18,26
208910020,2022,4,8.8,0,0,3
101450692,2022,52,7.0,7,24,38
111870811,2022,52,8.6,5,15,34
100290102,2022,70,6.8,16,31,52
104350718,2022,31,7.4,6,12,22
104251002,2022,82,7.3,17,32,61
300590396,2022,2,7.5,0,1,1
108170554,2022,52,7.8,9,18,35
100290070,2022,41,6.3,12,21,32
106070719,2022,47,8.8,3,12,30
204552686,2022,9,5.0,3,4,8
206250351,2022,32,2.9,8,26,31
204590405,2022,33,4.0,10,19,31
109751221,2022,67,8.2,9,14,50
100490215,2022,52,7.2,14,23,37
101050209,2022,1435,3.2,695,1033,1354
204552702,2022,6,5.2,3,3,5
103251589,2022,52,7.2,11,19,39
203150379,2022,6,10.3,0,1,3
100450783,2022,41,10.4,2,6,22
106070852,2022,62,7.1,7,20,47
104550425,2022,41,7.7,6,13,31
203050502,2022,7,9.4,1,1,4
203050511,2022,42,4.5,15,27,37
206250024,2022,6,7.0,2,3,5
100351394,2022,62,7.5,12,22,44
100451763,2022,41,10.5,5,12,21
102570895,2022,93,8.8,10,27,60
104550364,2022,79,7.2,20,30,59
202750085,2022,9,5.3,3,4,8
202750852,2022,23,6.3,3,9,18
202750428,2022,9,6.0,1,4,8
101750141,2022,62,7.6,5,15,47
100550234,2022,52,8.7,8,16,34
204190581,2022,18,6.1,6,8,14
201750501,2022,5,8.0,0,1,4
103250997,2022,21,8.5,4,6,14
203550418,2022,3,7.3,0,1,2
206850027,2022,9,6.9,0,3,7
110570048,2022,93,6.6,14,36,73
101150517,2022,93,8.3,11,36,61
108952768,2022,38,7.3,9,13,29
103252084,2022,41,10.9,1,4,22
208550042,2022,3,5.0,0,1,3
108953193,2022,52,7.4,7,12,40
106350218,2022,57,7.7,6,14,40
108950287,2022,82,7.6,17,31,60
110550071,2022,103,6.4,24,46,82
112510998,2022,41,6.2,9,18,32
101950121,2022,62,9.0,11,17,38
100370558,2022,93,8.9,14,29,58
103252093,2022,36,7.6,6,12,26
204590402,2022,1,4.0,0,0,1
109550331,2022,21,6.2,1,9,17
101350427,2022,47,7.2,7,18,37
